route,source_file,render_mode,in_sitemap,orphan,word_count,has_offer,partner,code_present,code_is_text,code_in_server_html,has_disclosure,has_structured_data,has_visible_date,self_answers_in_raw_html,duplicate_cluster_id,notes
/sleep/cpap-machine-costs-australia,src/app/sleep/cpap-machine-costs-australia/page.tsx,server-prerendered,yes,no,928,no,,,,,no,yes,yes,,,
/sleep/do-i-have-sleep-apnoea,src/app/sleep/do-i-have-sleep-apnoea/page.tsx,server-prerendered,yes,no,1092,no,,,,,no,yes,yes,,,
/sleep/home-sleep-test-australia-cost,src/app/sleep/home-sleep-test-australia-cost/page.tsx,server-prerendered,yes,no,927,no,,,,,no,yes,yes,,,
/sleep/how-much-does-good-sleep-cost,src/app/sleep/how-much-does-good-sleep-cost/page.tsx,server-prerendered,yes,no,992,no,,,,,no,yes,yes,,,
/sleep/mattress-comparison-australia,src/app/sleep/mattress-comparison-australia/page.tsx,server-prerendered,yes,no,953,no,,,,,no,yes,yes,,,
/sleep/sleep-tracker-comparison-australia,src/app/sleep/sleep-tracker-comparison-australia/page.tsx,server-prerendered,yes,no,932,no,,,,,no,yes,yes,,,
/small-business-loans-australia,src/app/small-business-loans-australia/page.tsx,server-prerendered,no,no,591,no,,,,,no,yes,yes,,,
/solar-and-battery-package-australia,src/app/solar-and-battery-package-australia/page.tsx,server-prerendered,no,no,1025,no,,,,,no,yes,yes,,,
/solar-and-energy,src/app/solar-and-energy/page.tsx,server-prerendered,yes,no,1026,no,,,,,yes,yes,yes,,,
/square,src/app/square/page.tsx,server-prerendered,no,yes,0,no,,,,,no,yes,no,,,under-300-words
/squarespace,src/app/squarespace/page.tsx,server-prerendered,no,yes,0,no,,,,,no,yes,no,,,under-300-words
/startup-business-loans-australia,src/app/startup-business-loans-australia/page.tsx,server-prerendered,no,no,647,no,,,,,no,yes,yes,,,
/status,src/app/status/page.tsx,server-prerendered,no,yes,0,no,,,,,no,yes,no,,,under-300-words
/stripe,src/app/stripe/page.tsx,server-prerendered,no,yes,0,no,,,,,no,yes,no,,,under-300-words
/superfiliate,src/app/superfiliate/page.tsx,server-prerendered,yes,no,1142,no,,,,,yes,yes,no,,,
/survicate,src/app/survicate/page.tsx,server-prerendered,yes,no,716,no,,,,,yes,yes,no,,,
/swipepages,src/app/swipepages/page.tsx,server-prerendered,yes,no,2092,no,,,,,yes,yes,no,,,
/terms,src/app/terms/page.tsx,server-prerendered,yes,no,4096,no,,,,,yes,yes,yes,,,
/tesla-powerwall-alternatives-australia,src/app/tesla-powerwall-alternatives-australia/page.tsx,server-prerendered,no,no,971,no,,,,,no,yes,yes,,,
/trainual,src/app/trainual/page.tsx,server-prerendered,yes,no,743,no,,,,,yes,yes,no,,,
/true-cost-of-business-loans-australia,src/app/true-cost-of-business-loans-australia/page.tsx,server-prerendered,no,no,1081,no,,,,,no,yes,no,,,
/unbounce,src/app/unbounce/page.tsx,server-prerendered,yes,no,1103,no,,,,,yes,yes,no,,,
/unsecured-business-loans-australia,src/app/unsecured-business-loans-australia/page.tsx,server-prerendered,no,no,631,no,,,,,no,yes,yes,,,
/virtual-power-plant-australia,src/app/virtual-power-plant-australia/page.tsx,server-prerendered,yes,no,1473,no,,,,,yes,yes,no,,,
/webflow,src/app/webflow/page.tsx,server-prerendered,no,yes,0,no,,,,,no,yes,no,,,under-300-words
/website-builder-quiz,src/app/website-builder-quiz/page.tsx,server-prerendered,yes,no,411,no,,,,,yes,yes,no,,,
/weight-loss,src/app/weight-loss/page.tsx,server-prerendered,yes,no,1648,yes,Moshy,REFERRAL120,yes,yes,yes,yes,no,,,
/weight-loss-cost-calculator,src/app/weight-loss-cost-calculator/page.tsx,server-prerendered,yes,no,759,no,,,,,yes,yes,no,,,
/weight-loss-guide,src/app/weight-loss-guide/page.tsx,server-prerendered,no,yes,227,no,,,,,yes,yes,no,,,under-300-words
/weight-loss-quiz,src/app/weight-loss-quiz/page.tsx,server-prerendered,yes,no,476,no,,,,,yes,yes,no,,,
/weight-loss-telehealth-cost-australia,src/app/weight-loss-telehealth-cost-australia/page.tsx,server-prerendered,yes,no,1644,no,,,,,yes,yes,yes,,,
/weight-loss-telehealth-men-australia,src/app/weight-loss-telehealth-men-australia/page.tsx,server-prerendered,yes,no,618,no,,,,,yes,yes,no,,,
/weight-loss-telehealth-women-australia,src/app/weight-loss-telehealth-women-australia/page.tsx,server-prerendered,yes,no,1032,yes,Moshy,REFERRAL120,yes,yes,yes,yes,yes,,,
/weight-loss-treatment-eligibility-australia,src/app/weight-loss-treatment-eligibility-australia/page.tsx,server-prerendered,yes,no,854,no,,,,,yes,yes,no,,,
/what-a-business-loan-actually-costs,src/app/what-a-business-loan-actually-costs/page.tsx,server-prerendered,no,no,678,no,,,,,no,yes,no,,,
/what-pet-insurance-covers-australia,src/app/what-pet-insurance-covers-australia/page.tsx,server-prerendered,yes,no,1040,yes,Knose; PetsOnMe,referlab2mf; REFERLABS,yes,yes,yes,yes,yes,,,
/what-size-home-battery-do-i-need-australia,src/app/what-size-home-battery-do-i-need-australia/page.tsx,server-prerendered,no,no,1026,no,,,,,no,yes,yes,,,
/who-its-for,src/app/who-its-for/page.tsx,server-prerendered,no,yes,607,no,,,,,no,yes,no,,,
/who-its-for/access-to-capital,src/app/who-its-for/access-to-capital/page.tsx,server-prerendered,no,yes,92,no,,,,,no,yes,no,,,under-300-words
/who-its-for/financial-tools,src/app/who-its-for/financial-tools/page.tsx,server-prerendered,no,yes,96,no,,,,,no,yes,no,,,under-300-words
/who-its-for/global-investments,src/app/who-its-for/global-investments/page.tsx,server-prerendered,no,yes,99,no,,,,,no,yes,no,,,under-300-words
/who-its-for/niche-opportunities,src/app/who-its-for/niche-opportunities/page.tsx,server-prerendered,no,yes,116,no,,,,,no,yes,no,,,under-300-words
/who-underwrites-pet-insurance-australia,src/app/who-underwrites-pet-insurance-australia/page.tsx,server-prerendered,yes,no,1508,yes,Knose; PetsOnMe,referlab2mf; REFERLABS,yes,yes,yes,yes,yes,,,
/wing-assistant,src/app/wing-assistant/page.tsx,server-prerendered,yes,no,751,no,,,,,yes,yes,no,,,
/wix,src/app/wix/page.tsx,server-prerendered,no,yes,0,no,,,,,no,yes,no,,,under-300-words
/wordpress,src/app/wordpress/page.tsx,server-prerendered,no,yes,0,no,,,,,no,yes,no,,,under-300-words
/working-capital-loans-australia,src/app/working-capital-loans-australia/page.tsx,server-prerendered,no,no,603,no,,,,,no,yes,yes,,,
/zapier,src/app/zapier/page.tsx,server-prerendered,no,yes,0,no,,,,,no,yes,no,,,under-300-words
